"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Parky 😂😂😂","27","22","2023-11-21T16:21:33.000Z","9xremain","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6556792920820596737","7303951291255358216","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ce12ccd99a35acb3e8f19f3d33d92936~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=86ffad8a&x-expires=1762304400&x-signature=aBpi6%2B2OdO5%2BDLm7ui3SCkA4Pnk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"parkyyyyyy","4","3","2023-11-21T03:23:16.000Z","bquang29.7","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6978712201071199233","7303750656174359297","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f2aca94fbe52c9163d4978361f3e8e94~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cc29b74d&x-expires=1762304400&x-signature=EYUyxhtds1rwj7mZNM6XcYzmkkU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Parky có nghĩa là cool ngầu.","50","18","2023-11-20T15:00:57.000Z","ezpoliticview","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7202874162196546587","7303559457022378770","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7015dbc3cdf1d32fd80bddd251952fd6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=07a12a58&x-expires=1762304400&x-signature=s1%2F6XFJ87UsB754VZdG5sYZqWxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Chưa thấy lên vtv nhỉ","9","5","2023-11-20T15:15:20.000Z","fanman675","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6763641417888154625","7303563169039958791","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2f23b0866ce7178f8aa0ab601c5e2dfb~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c6e27499&x-expires=1762304400&x-signature=9%2BXJyLAhpILwA8dHqm0HWlktBq8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"nhìn cmt mà chán ngang thiệt.....","126","9","2023-11-20T13:03:29.000Z","kram.c3","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7106378569881764865","7303529167529231111","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/82865764aeaa332d5dc4edf23f171ae1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7820ae12&x-expires=1762304400&x-signature=vTAuSw5sMYT%2FW06haqfw%2FoACSHg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Parky đang nói","17","10","2023-12-04T03:28:48.000Z","lc.cn.thanh.tnh","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7282060550489736199","7308576178276631298","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b5916d2a5ca6238e93bb68d29776e7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c3279bec&x-expires=1762304400&x-signature=8YtPpmEY7l6DLMDTj4LfiPWumRc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"parky😁😁😁😁","9","2","2023-11-26T11:33:00.000Z","vunn2023","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6998776842150233089","7305732354634892040","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2d44cdff401fb93abe486aa4a20b3bbe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9232698&x-expires=1762304400&x-signature=TsGYIFVpXC0ralxL9dQ34DlLNsU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Hỏng 1 thế hệ","435","20","2023-11-20T11:25:36.000Z","thuanbebe","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7128325513799042075","7303503922734859009","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/869993f6b28cfc98bc1f90108d9e88c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d51cc2b&x-expires=1762304400&x-signature=agDbE907vHFwa0bF%2B37EH6cuIKM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"đọc cmt mà thấy bất lực=)))","56","4","2023-11-21T14:06:08.000Z","thaomy04020","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6971047122057593858","7303916375126049538","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f4b162924746fe5a4ecd094c12d7a2a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c5b6867&x-expires=1762304400&x-signature=MoGJ4A1ySjhJhKF9L1PSOUF2A%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bắc Trung Nam là ae 1 nhà","200","11","2023-11-20T10:35:41.000Z","kodepzainhungtaoyeubac","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7047137723358774273","7303491040794641154","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5496a233f669e92b1b416b5f1fb9c78d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=68e34772&x-expires=1762304400&x-signature=JBRx8eR3yWwMfSrfxAkrLWsKQ%2Fo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Parky","10","8","2024-02-08T23:31:55.000Z","hu.dit.parky","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7325590912788104210","7333377709781566209","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a8329f62c416228df961a3921917eed7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=649146f4&x-expires=1762304400&x-signature=qIjhGGmMCJfpNW%2FFgyg74VpJxYA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"đừng có nói parky nữa 😞","19","1","2023-11-21T15:06:05.000Z","danthongminh","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7151352852122747931","7303931827671843585","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/33615dd1319207ff30ebab266e16604a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b58b6017&x-expires=1762304400&x-signature=xAXWQTHlhOYVd%2FZmVZIv%2F%2BOFjvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"""“Anh em bốn bể là nhà Người dưng khác họ vẫn là anh em.”","20","5","2023-11-21T12:52:58.000Z","huytolon","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6986156380102345755","7303889139634537217","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/05c2db01a4303e434b9293d814ae0223~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2d87d9c5&x-expires=1762304400&x-signature=Y3XFw4FOdkEoStbbiFaKFKbq6o4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mệt mỏi với thế thệ bây giờ😔","67","5","2023-11-20T14:03:37.000Z","tranngoc8974","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7198799461391975425","7303544631303619329","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7198828398436122651~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=25612c20&x-expires=1762304400&x-signature=pAY8epZdaLxz2zMnk9VqdOzCtQ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"đừng nói là parky nữa","16","0","2023-11-22T05:26:58.000Z","25_th7khanh","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7262302315075699720","7304153652109296391","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c90190f1ef7635593358c10dfc4c8c74~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c39cbb3&x-expires=1762304400&x-signature=5yH1dcYOFr4x%2Bw1yDmunVdauyG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bắc 🤝 Nam,Bác ❤❤❤🇻🇳🇻🇳🇻🇳🇻🇳","11","0","2023-11-21T17:16:50.000Z","kimi_chan1.0","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6803153860757750786","7303965501080224530","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/563193466f98d133ba9cdff17abe8566~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9cffd9e&x-expires=1762304400&x-signature=VbrG47KJEauG%2BgF2BomohBmmkio%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bác thất vọng lắm","9","0","2023-11-22T11:32:49.000Z","nguyende344","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6720015722539582466","7304247970081391378","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/69205d90c8dfc116b73f14f26651af5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=44e1f171&x-expires=1762304400&x-signature=59QK29pZc39mFZNtcSBFFcXFxWo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ok parky","20","25","2024-01-12T11:57:49.000Z","subasapocollonobitajindo","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7262736476185723922","7323179749788959490","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/78234ae13018b88aa95b3359f0627373~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58503cd8&x-expires=1762304400&x-signature=LjJfjOQoAwtHiNOwrnLPZtHWFoM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky cay","16","4","2023-11-28T05:53:48.000Z","h_nghia992","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6736153149347988482","7306387062956999426","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7def5d1e3a63506530d9916cf074f4f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f9854d78&x-expires=1762304400&x-signature=yw%2FPrK9VAXLZVvEocWXXpwXS%2B04%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky","24","3","2023-11-22T07:13:48.000Z","kittyxincha0","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6812593365525038081","7304153126860587777","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8ac747ec26cc4a58ea6c4d6f5bca5382~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d2d37411&x-expires=1762304400&x-signature=581PyjX1l49Bg8upO9x3cfWkrE4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky","22","4","2023-11-21T02:28:43.000Z","hades5209484","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6852881249654309889","7303736614839894792","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d340fe3256aca896492b59163fd3f65~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=014b6716&x-expires=1762304400&x-signature=jPZ7e7dtGVLUaGVJyqJTh%2FalUW4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky","16","2","2023-11-21T04:05:46.000Z","t.truongnguyen09","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7130937677264126981","7303761613143425794","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/16039151137b9cb2540f4ebcfaecf70f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=382208d4&x-expires=1762304400&x-signature=wg4w1p1nH%2BBA%2FdYLS3UV06LBjVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Parky","20","2","2023-11-20T21:48:53.000Z","tin3010_","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6835194404539352066","7303664282918585090","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1814c9f65bf27fb6837362ca9722dafb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d2479ec&x-expires=1762304400&x-signature=0sHl1qUMEn1g3Io0qTlge3mAvt4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Parky 😅","11","7","2023-11-30T12:08:26.000Z","ericdo6886","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6560220953979994113","7307225798418973442","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/26907d1f0546b5b49c92a0e05c4c7c14~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=842533da&x-expires=1762304400&x-signature=1bYLvGaT8csdS7kSQEkrqJHiBx0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky cay","17","2","2023-11-23T15:57:04.000Z","anhquoc366","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6877030757430707205","7304687145377022738","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7e00c336a2677d9971b4d42c8970464e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=60ab1fb3&x-expires=1762304400&x-signature=KU2D75xNO4bb4hTFXR%2FnCKeFX8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"hết cứu r","8","1","2024-01-04T14:08:55.000Z","watarudenhat","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6987413571773957147","7320244795947336449","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6ab9da681f4331612687d2297f893f02~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d0fdc94&x-expires=1762304400&x-signature=uxz4%2Fn2SDSIVcjGxz16JsnhhqFw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bây h không nói thì tự dưng nó hết ,nhưng càng đào lên thì càng khó hết ☹️","72","5","2023-11-20T11:08:32.000Z","q23102008","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6946039844778902530","7303475459740058370","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d8140bb5cfb3541cd9108d5645f9f7b3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0b08917b&x-expires=1762304400&x-signature=A4jWoyVu8MKuLrp5vumvL0kdGnQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky là gì nhỉ","12","4","2023-11-26T11:02:22.000Z","docthanmaidinh200","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6761365373813392385","7305724469304476418","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c0a397507e408dca4b2b4de33e28b0d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e690ce1&x-expires=1762304400&x-signature=TkgP7FFjku8Bb9FDvpRZMsDqP78%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Parky là gì","8","2","2023-11-26T15:00:34.000Z","bichhop244","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6724512177330668545","7305785791581848322","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ae9cf4b58a476a48f764262f58607e93~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=76ba4c23&x-expires=1762304400&x-signature=l%2BneloL5WCWEbF%2Bd0lYFMDFAc4g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky là gì","14","1","2023-11-21T11:16:20.000Z","nth_502","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7095331039682528282","7303872585531392769","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/42864b84b935c012110b36dbb5b5691e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=761a3608&x-expires=1762304400&x-signature=8gJMXafSxT5hEbzZQAXk0jSabh0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"parky là gì mn??","6","3","2023-11-26T06:58:26.000Z","pansexual_2116","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6877433346437596162","7305661544037270273","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a2bf8924fd16dfa1f73307d64e432f8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=091e0efe&x-expires=1762304400&x-signature=YlQawhzxMNQotiAfRbb12vd9rf4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tui là người Nam lai Bắc=)","64","35","2023-11-20T09:18:23.000Z","giut.vo.top","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7255543208587248646","7303471119414772482","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/03f8ab4631b672568bfde499b9a0ecfb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=932c1704&x-expires=1762304400&x-signature=kS1FSWsj49Bij%2FAwVQfasN1WQ%2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"cùng 1 nhà cùng 1 người cha già mà","26","0","2023-11-20T08:26:47.000Z","hgh2k7.2026","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7071517033440347137","7303457834111763202","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f44e31b301db9b9e7654804426c7f7a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ea15cc1&x-expires=1762304400&x-signature=UiNM4CshOVLTuK5rKaDn9QYJWjw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Hôm bữa đang ngồi cafe quận 4 . Đang có cuộc gọi dt vs khách hàng thì bỗng bàn bên có đứa hs đag ngồi uống nc vs bố nó","10","5","2023-11-21T13:40:37.000Z","anversace","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6831764236651267074","7303909821646996225","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3c0b8882192bb6efc3ff918931f6cb14~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aee3b77b&x-expires=1762304400&x-signature=ekiojXQXQFicNw0wIuuEZSA%2BK5M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"đều là con của ng việt nam mà đoàn kết đi🥺🥺🥺","1","0","2024-01-07T03:55:07.000Z","aimabtdcqq","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7319507456634913799","7321199921217979143","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d81755953ed4c9bf377f85d605e8f9ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f858bf5e&x-expires=1762304400&x-signature=6aqdScwpHMNd5d7nvwT3d6INp9o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"miền trung Chào miền bắc và miền nam","0","0","2025-06-23T09:21:23.000Z","lyne_chandoibome_0878","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","7431926625606583302","7519072420264919826","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/96021e22aaf5ee83345a907b253f9ccf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=14c0e3bf&x-expires=1762304400&x-signature=T2qISsRkiBO1NGylngcA1TLnszI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dữ vậy sao parky sợ thiệt 😱😱","27",,"2023-11-23T14:08:18.000Z","nguyenkimanh123466","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6899727442114610182","7304659104415990529","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb2a3a8a750bbed900c93b66453f319b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=514a68ea&x-expires=1762304400&x-signature=vEXiMol2g0EThJs1ZOuXZQ9TV90%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ra đi r biết mấy thằng cali 🤣","0",,"2024-01-06T11:52:16.000Z","amtatto999","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6726399893453931522","7320951819432968967","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/42e119d3730124caa64dde49a68ca396~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=85cdfef8&x-expires=1762304400&x-signature=HglTVD5UfEuXNJAnc1qskH%2Flgd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dien 😏😏","0",,"2024-01-06T12:17:25.000Z","nguyenkimanh123466","https://www.tiktok.com/@cl.socialbiz/video/7303456471130377473","6899727442114610182","7320958304594658056","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb2a3a8a750bbed900c93b66453f319b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=514a68ea&x-expires=1762304400&x-signature=vEXiMol2g0EThJs1ZOuXZQ9TV90%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
