"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"nhìn chị ăn mà em thèm","4","0","2024-01-31T14:22:06.000Z","m.i0205","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7254207770118489094","7330267517368533762","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e7ff27bc20e98be3983cc2d4b8f20f5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9cbac7e6&x-expires=1762304400&x-signature=S6pQbE14k6IlHh%2FO5Ybi5CGsnGA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Cá rô cây kỳ kỳ","1","0","2024-02-28T13:43:47.000Z","sanchim11","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7227333156343776257","7340648078255473426","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/28bb9ca0b95c92edca4a8581268a1142~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=330b9d5a&x-expires=1762304400&x-signature=Of1vIlaRIr%2BynXLZvYwQC2P39ac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Có ai vừa xem vừa nhăn mặt giống t ko ạ 🤣","1","0","2024-01-23T12:58:46.000Z","anhxinhgai30102011","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7082690571215062018","7327277393168941842","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e2ae67cd9a8480bb6a62f98c20c5425f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=642d9cbc&x-expires=1762304400&x-signature=IQHiNsnWSFjJDX%2FTsx%2FIQ639IJM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Namkiki 😀😀","1","0","2024-01-31T09:19:56.000Z","cry4.lov","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7213713985148486683","7330189670707544833","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/237be7a0973383d005bdee461179378f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=93b3adae&x-expires=1762304400&x-signature=wk%2FPULsPtT%2Fnx86at7naCipjk4U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parky con ma me cmayyyyyy","2","0","2024-02-01T14:46:20.000Z","trn.tn.bk","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7328835716082844678","7330644894791615250","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7328836121377701890~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8faa15b0&x-expires=1762304400&x-signature=LMYKxytm54z1HRJnI5anVEaKyDM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parky gâu","4","2","2024-02-03T08:21:17.000Z","doibaysieudang","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7012228016654910466","7331287830385885970","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/caec9ff06cd64af035e9243105c3ba24~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b930bf70&x-expires=1762304400&x-signature=iSelGR3bjY64%2F5%2FcPmcX60f4QYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"chào packy","6","5","2024-02-14T01:16:13.000Z","hellooa1911","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7151789980246361115","7335260214121366279","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/00eb645e1d5e6a21d1d0265418c54a97~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b5d191c1&x-expires=1762304400&x-signature=oJaLoX9FIiNp%2F5PxeAw0suVIE0c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parkyyyyy😃😃😃","1","1","2024-03-25T12:35:19.000Z","fanjackmesj2k13","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7346281519494792197","7350267479798924050","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7350277292490227714~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=839357ed&x-expires=1762304400&x-signature=KdyAFx3E9hXIwITh12znKNzkgfs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"hello parky 😆","3","9","2024-03-20T06:14:57.000Z","user5237868797269","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7343082549391361030","7348312624717333255","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7c9b490237f9a6cdaffc58151fd166fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5fd1efc2&x-expires=1762304400&x-signature=A%2FEDdP0KuZXgcKGCv6rxv%2FkmveQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parky","1","1","2024-02-14T12:29:17.000Z","nguyexaygah","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7213351919380120584","7335433671710655234","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/79ef7cc117c4f864a62d781fd815a067~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=33a1d5cc&x-expires=1762304400&x-signature=kQUIGnZFi%2F0F4APQZmijgugCiRw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"thế tôi đang bị phân biệt à ổn ko","2","0","2024-01-31T18:50:00.000Z","vqn.06","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7129003335302759451","7330336601568051986","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/10e70a69d8beaeb277f3a63d19bb7701~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8fff756e&x-expires=1762304400&x-signature=vSMQtBcviPl3fORmECLBEyz4A7M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parkv thì sao??","3","1","2023-12-09T05:45:04.000Z","qquynhnnguyennhu","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7266345391695954945","7310466724738286338","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/17147cfcda9542fea21519559e76416c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ade4789e&x-expires=1762304400&x-signature=x36Jkm3%2Fov3agzWm%2F9Df3im%2FyJE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"mình là ng trung mà rất thik yêu gái băc","1","0","2023-12-21T16:53:20.000Z","nguyenvanvuong90","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6915131041893188613","7315072380111733512","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7327879516896886792~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=857af0b6&x-expires=1762304400&x-signature=rSpmu0gK3KM5wJV3U8m8soGcbsU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Parky thì sao. T thấy parky toàn người bán hàng kiếm tiền rất giỏi.","1","0","2024-01-19T06:03:04.000Z","tongkhominhhuyen34","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7288581102041154578","7325685950019797768","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a575d3a8eb90995ad00c4d2668cf7928~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b0565ea&x-expires=1762304400&x-signature=YDYpBjRpU%2BKaTNKxb7Y0YeM1ifU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"em với chị đều không thuộc về thế giới này rồi","1","0","2024-01-30T11:34:31.000Z","nhatle_0709","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6809492247370122241","7329853270284485381","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e712ffc0888f7c2092b4a109cd963222~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a17b2bc8&x-expires=1762304400&x-signature=SZmTigdbmOKMRfD%2F%2FbZtZQKsJSM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parky là sao nghe bả ns vẫn ko hiểu 😉","1","0","2023-12-19T11:48:38.000Z","minhthuyenn_102","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7188004005171217435","7314271336167605000","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/842282f09a380d3f2424e4480ac44d2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=88d9d3ea&x-expires=1762304400&x-signature=IQKdkFrUQH2XHMf6DOAmzvb6%2FKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"thg nào nói parky","1","0","2023-12-19T13:29:02.000Z","ntnq174","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7157200693563982854","7314297211063534344","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/387603631d4ae70eb27262910775a008~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac11ac71&x-expires=1762304400&x-signature=ERYP3vID9DgfXkJPchRn96ck0fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bả quết nước chấm lâu vãii tức thay=))","1","0","2024-01-30T05:26:13.000Z","qn_ey7","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6842796408330011650","7329758381852705554","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7f0762445ad06bd6d727a4103e43e626~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36983f2b&x-expires=1762304400&x-signature=3715rcyJkiDQiKx%2BjdkTLgQXJW0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Thích tính chị này 🌹","2","0","2023-12-08T14:24:06.000Z","dinhhanhan41","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6945359595519247362","7310229495934583560","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3866b296d4aa95783149a2a31826479b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b758c72&x-expires=1762304400&x-signature=BWw58IBTofwwdp9tZvE8Z%2BmuQZ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Chị nói chuyện hay vãi nghe cứ hài hài dễ thương ấy","2","0","2023-12-05T14:48:58.000Z","buihien2706","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6857724255729583105","7309122653292479250","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d1dd5934b2306098909b2b3c2224cc80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dca5e5b4&x-expires=1762304400&x-signature=Nan16X55c85E6lSvuj8jjDd3gok%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"parky cay","168","165","2023-12-10T14:37:19.000Z","nguyen.hng71","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7129882291257639963","7310975015063061250","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7264003074530738178~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c35b2839&x-expires=1762304400&x-signature=W%2FvJz1ZvlxTSYi5bN0%2Bw5qFQfyg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"parky","27","41","2023-12-12T11:34:17.000Z","thangbocphet2278","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7278713407162532882","7311670005162312450","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/62102ff15d2fe48b4b7b73123c2c3fd7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dc183d2c&x-expires=1762304400&x-signature=dx1ik8Yb77Fndv2D6i90i921bCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"hahahha","0","0","2024-02-03T15:23:39.000Z","nguyn.minh.ng38","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7292016370773672978","7331396684994282248","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/99c32be5442604ed814965c1ddff1d42~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2c320d3a&x-expires=1762304400&x-signature=tY5XTw4IbBkAghlKj73MD4WRacs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Ủa mng tớ hỏi thật tại sao Miền Bắc bị gọi là Parky vậy ạ","99","21","2023-12-17T13:36:26.000Z","nhatan060417","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6589956794067632129","7313556913270489858","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/52c38f94f602e5089202894c80673683~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=81f35707&x-expires=1762304400&x-signature=ITnklhZubDOWSBnI1NIPFr4oc94%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Um sùm !","0","0","2024-03-29T04:41:05.000Z","muavechai999","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6821354446137230337","7351640771608576769","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3550b36fe214ffdc4ea889c6905e6047~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e37b9c0b&x-expires=1762304400&x-signature=7ZEhldYB5WDIURYGMReS3SqPcmc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"parky","15","29","2024-01-31T11:24:00.000Z","chupchup1303t","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7015482644776174594","7330221682805785352","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/05b3d335bf0e6ebf7243366e4134bf70~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=877fdf7b&x-expires=1762304400&x-signature=fE8ToWl0T%2FXDbHbWt26Kk7E1fkA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Parkyy khóc","1","14","2023-12-16T09:55:46.000Z","saygex9669","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7030764906111042586","7313110922467083010","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8811aa99118acac9318c8cd7b4b2b618~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=db4dc80a&x-expires=1762304400&x-signature=chPlbA7yKZNX46hD80MofInjWyU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"khóc thương namkey đó bạn","2",,"2023-12-20T13:41:32.000Z","haininh230393","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6550079253655764993","7314671536122823425","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7325485171682050056~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=93ec7216&x-expires=1762304400&x-signature=ux25C6qa3EHHseeViq2IYJ57K%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Tại s k đặt ra vấn đề là tại s lại bị gọi như v","0","4","2024-02-02T16:27:46.000Z","bachhoa.org","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6920809846493742082","7331042137804522247","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/681aa03e9da1cc69fe0081d0508d4549~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c52d7007&x-expires=1762304400&x-signature=MOUTNuLzUr33YPDugMe2%2F%2F3fQwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"parky cay","16","34","2023-12-24T08:33:48.000Z","furuyarei.000","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6911070509417858054","7316076523621663490","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9762fc923ba1d714ff20555bfd35f7be~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ba996b1f&x-expires=1762304400&x-signature=L5MSkjAbWhDqTSOG1PH9vcuFwzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"parky là gì vậy ạ😢","3","5","2023-12-18T05:11:33.000Z","userpalg1oshlk","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7230002562895381509","7313797892430856968","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b3d01bbf001ca0e2c47746ff01968e12~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=56521184&x-expires=1762304400&x-signature=TP0N%2FI2OHTTiAx6m%2BVcUWxRSDr8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"ko gì là tự nhiên ghét parky cũng vậy","6","15","2023-12-08T00:41:42.000Z","trieu.t.long","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7265656598000911366","7310017363314770690","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7265665852320514050~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d37ba6a8&x-expires=1762304400&x-signature=LeXBwSsJ5qdYwnDz0G7sm4m3fVw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Đúng là cận huyết","12",,"2023-12-17T10:53:19.000Z","ob_nqoc09","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7202590560447300634","7313514914058912514","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/495f1e7d12d7a374f774f62da5dd92a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=33524240&x-expires=1762304400&x-signature=6aAFkvD%2F%2F7RNTIDYyIhgmmKImbk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"em là ng miền Nam mà cx ko chịu dc mấy câu đó nx, nói j là các bạn miền Bắc):","282","8","2023-12-18T04:36:20.000Z","phmngc1586","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7284596731836236802","7313788799078728449","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7284596849724358658~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=af9354d6&x-expires=1762304400&x-signature=fG%2F4nahMmNhwMx5xKQ69EuHcWQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"nghe xong vẫn k hiểu parky là gì luôn 😂😂","1","2","2024-02-02T03:40:05.000Z","nguyenyen95_","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6886477230588085249","7330844203738022657","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/46e5bd50e4a5d952d939d6350081b919~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe00c85d&x-expires=1762304400&x-signature=RXsp8XU39D%2FeCT5qDGzBVXIXI%2FQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Trong quan cafe lịch sự, nhạc nhẹ nhàng. Một nhóm người B vào cười hố hố, quát tháo, nói chuyện tiền tỷ không!","3","5","2023-12-10T01:42:46.000Z","xxxlittlegirlxxx3","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7245869007018312711","7310775391810831122","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9db95cf61fc1b19d448d532612e55baf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=33ddff97&x-expires=1762304400&x-signature=YTH58fjxlra5S9dyMFk5GvTcn5k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"parky là j thế ạ","0","0","2023-12-18T13:49:11.000Z","emgaisay2","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7094197864386020357","7313931342696923912","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8294e54d2098a23866ed0f1b5d1544d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=32b020d9&x-expires=1762304400&x-signature=Mu7YDxruSeNZ%2BJi3NRDDM9qb0bo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"parky ổn lào 🥰🥰","9","6","2024-02-15T13:28:33.000Z","0206haha","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","7108155087721382914","7335820031554585345","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f2162359177a3ff1a6b0f46da91378b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e4df694b&x-expires=1762304400&x-signature=OPKjn%2BWY737E5LKAUeXc6SRwIcI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Đúng rồi. Ở đâu cũng có người tốt và parky 😁","2","1","2023-12-20T20:39:48.000Z","tiktokviettoanngu","https://www.tiktok.com/@huyenzenda94/video/7307881556188630274","6951767108775265282","7314779090149999361","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4c90eb704abdddcf646fc936872f7514~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=49a2ae3d&x-expires=1762304400&x-signature=2DqfZP4NTUSnmDOyKkBKl2KY0VY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
