"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","detailedMentions/8/nickName","detailedMentions/8/profileUrl","detailedMentions/8/secUid","detailedMentions/8/userId","detailedMentions/9/nickName","detailedMentions/9/profileUrl","detailedMentions/9/secUid","detailedMentions/9/userId","detailedMentions/10/nickName","detailedMentions/10/profileUrl","detailedMentions/10/secUid","detailedMentions/10/userId","detailedMentions/11/nickName","detailedMentions/11/profileUrl","detailedMentions/11/secUid","detailedMentions/11/userId","detailedMentions/12/nickName","detailedMentions/12/profileUrl","detailedMentions/12/secUid","detailedMentions/12/userId","detailedMentions/13/nickName","detailedMentions/13/profileUrl","detailedMentions/13/secUid","detailedMentions/13/userId","detailedMentions/14/nickName","detailedMentions/14/profileUrl","detailedMentions/14/secUid","detailedMentions/14/userId","detailedMentions/15/nickName","detailedMentions/15/profileUrl","detailedMentions/15/secUid","detailedMentions/15/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","mentions/10","mentions/11","mentions/12","mentions/13","mentions/14","mentions/15","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ae4f74e299e05c8e4d6e5802148222bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a3b4b490&x-expires=1762304400&x-signature=sQ6bXJPocbS8IWH2vKfuDV7VVrc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438592671188550420","1731932324","2024-11-18T12:18:44.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"8","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","3 miền đều là anh em","7042892266780541953","1.6.2012nam","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a3fe3fd648fb4eb3db1f2b6bb12219e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f1b3f3a4&x-expires=1762304400&x-signature=8nBA8qSzNRNmblzZoKqOdCHP47M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438608834698986248","1731936088","2024-11-18T13:21:28.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"12","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","em thì phân biệt tên, kì thị Huy=))","6934695089765041154","noran2080311","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6ac38a0a4102304ea676971f015de9e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e24c6d38&x-expires=1762304400&x-signature=%2B63GUDBMLiUd0J3RgRo%2Bfx%2FRljI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438493779454296840","1731909302","2024-11-18T05:55:02.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"2","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","ae Thanh Hóa đâu r","7146198565927486466","memaybeo67_","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c4ee9ca8bba04f09c1eff64b3ea38eb2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=716ac4b3&x-expires=1762304400&x-signature=t0bKxHtmXi4rQR0KDgtcQMggTDc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438555352914707208","1731923637","2024-11-18T09:53:57.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"2","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Giờ mới bt bác là ng nem chua đó nha 🥰","7045214083062678529","hothamtendu","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c4c748ba06598657ba565ed2e37470e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a2e4472c&x-expires=1762304400&x-signature=81duFj3nVTOcrIZo4cV0yyRZRrs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7451170665879356161","1734860874","2024-12-22T09:47:54.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"4","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Phần đăng lại của ChiFuYu🥵🔄","7424377658899874817","hngg09kenza","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0cc6a64ffc06e5cfd75268cdee42a411~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd46190e&x-expires=1762304400&x-signature=mOTZ1pjAB%2BZnq3Y0ji4s%2FD9fAws%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438502804623180562","1731911402","2024-11-18T06:30:02.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"10","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","thề lúc mình ra các tỉnh khác cứ bị chúng nó trêu mình ăn rau má phá đường tàu bực thật","7022607690652779521","nhuong_em_cho_nguoi_khac","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1c29c6d8db1f713f97e70c047766f4de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6aeff0f&x-expires=1762304400&x-signature=a78mSQ3nwkxYgVbLm7UhO%2FQEkAQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438450544417800978","1731902946","2024-11-18T04:09:06.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","true",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","bac dep trai qua bac oi","7395611428227548178","muichirosan529","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d434d80ffe74274430b3638b82e9bda7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ddd4f86f&x-expires=1762304400&x-signature=2h5ysTr9RCiravf7N2wVvIQ6WB4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7439382519193830152","1732116226","2024-11-20T15:23:46.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","mình người miền nam và bị chuyển ra bắc học và cả lớp đã kì thị tôi,tôi cx khá buồn","7423376534927508488","at45460","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6bd738290b73979e19fb0b32fed115df~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=216bf4fd&x-expires=1762304400&x-signature=srWNUPZlqbqcvUdjW7xUv9K77ug%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7441832738917942024","1732686716","2024-11-27T05:51:56.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"6","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","thanh hoá thì sao:)?","7106324451680175105","gianghai2307","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8ac2bfb799145037ff140271b849b803~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2b32f5e&x-expires=1762304400&x-signature=1PEE2cOpfFkNqDhLJWbStS0JuOc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7470926779827897095","1739460707","2025-02-13T15:31:47.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"2","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","chạnh lòng...
chạnh lòng nhìn em quay gót đi mãi...","7221442278483706907","tapchoitoctoc2928","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb81f2d2f99dd3d1e0bd528e8c56c3b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c90ba2dc&x-expires=1762304400&x-signature=URIZAVInBgZS7R84A2uGQvYvdLs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438198566876922631","1731908201","2024-11-18T05:36:41.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","true",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","dep trai day bac","7170310234711016474","ngkhanhngocc_n","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6311887d279b57b2e1b6f4c52a79c3ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3f56a750&x-expires=1762304400&x-signature=i0Ip5e5cf6rO38o8C7B7wrAtNXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7455576099003581192","1735886588","2025-01-03T06:43:08.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"2","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","thương anh quá,không biết anh có thể cho em gửi anh một món quà k ạ","7311377962540205057","phmtoan05_","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b58d256e5c3e13bcdb9d120cb0fd8799~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e224cb95&x-expires=1762304400&x-signature=EcW%2BGzkVLKfcVoy2X7ENA52eg1g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438627546935739156","1731940445","2024-11-18T14:34:05.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"4","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","hoa thanh quế gặp cứ bảo vậy","6863994690561328129","th.hieu3110","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2f2a4b86e6939906f5c68df6b3ff7bd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bb248392&x-expires=1762304400&x-signature=50rSMyCkDMyffhkkig7gAokLLgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7441591437433406215","1732632230","2024-11-26T14:43:50.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"3","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Em cx quê thanh hóa lúc nha em Đi tpHCM đến quán vỉa hè ăn sáng bà chủ hỏi quê ở đâu cậu e bảo th tự dưng giọng bả khắc hẳn thái độ phục vụ khác hẳn😥","7416589000419296261","anhhuydepzaithichdiia","https://www.tiktok.com/@realduong404/video/7438465622175943943"
