"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f844335c7f3c4febf0b7c18c379c7c6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dfc09638&x-expires=1762239600&x-signature=eBIE05fOw67JNkhYok1qlpErtQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7259741744979542802","1690290356","2023-07-25T13:05:56.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7259727101452305153",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","❤","6704210657170473986","bin19897","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3b5092427280fe9c9190c1768aa7a0d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9e98a09&x-expires=1762239600&x-signature=%2FlIvV%2B3PohRol%2BhWAdB1Txxesb4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7273384026865140488","1693466696","2023-08-31T07:24:56.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Người Thanh Hoá: trên mạng: 🥰, ngoài đời: 👿, quá khứ: 👹. Dân Thanh Hoá ăn rau má, phá đường tàu","6861125577106998273","headrozing","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/de35718578377459b0fda9f33672fca6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6679bdb&x-expires=1762239600&x-signature=XjZ1jzc5qq2EIi8fZwo%2F8E4Eyec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7274947566654046977","1693830734","2023-09-04T12:32:14.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","nước ngoài thì phân biệt chủng tộc nước mình thì kì thị vùng miền chán thật!😥","6879663645569532929","banglangtim_08","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f844335c7f3c4febf0b7c18c379c7c6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dfc09638&x-expires=1762239600&x-signature=eBIE05fOw67JNkhYok1qlpErtQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7514684254418158356","1749648781","2025-06-11T13:33:01.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7274947566654046977",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","❤❤","6704210657170473986","bin19897","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7327671394333163522~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=51ac4c74&x-expires=1762239600&x-signature=%2B9r%2FDGZBAaml5YigDyMcOcmvTMo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7259727172931093256","1690286956","2023-07-25T12:09:16.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","😏","6690348206340408321","ngamtraidep1","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/54921715d20f53236388b9aabe204132~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e587b666&x-expires=1762239600&x-signature=PX9n0ZrbDBKj9h7ZAdrm%2Bs3geGA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7319496539763081985","1704203103","2024-01-02T13:45:03.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","S phải ghét ta , mình thấy bình thường mà 🥺","7272657152682542098","chu427692","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f844335c7f3c4febf0b7c18c379c7c6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dfc09638&x-expires=1762239600&x-signature=eBIE05fOw67JNkhYok1qlpErtQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7514684231231079185","1749648772","2025-06-11T13:32:52.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7319496539763081985",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","❤❤❤","6704210657170473986","bin19897","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/c492939223bc962fcf03d10f6051a621~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eed50cb8&x-expires=1762239600&x-signature=%2B%2BU3GMmKBZgNWr%2F7e88HyjnoKxw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7259698263393567489","1690280237","2023-07-25T10:17:17.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","hau chien .doan ket qua thanh ra bay dan. cai toi qua lon do la suy nghi rieng","6761767072349471746","phuphan913","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f844335c7f3c4febf0b7c18c379c7c6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dfc09638&x-expires=1762239600&x-signature=eBIE05fOw67JNkhYok1qlpErtQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7259706480675635975","1690282137","2023-07-25T10:48:57.000Z","1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7259698263393567489",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","😳😳😳","6704210657170473986","bin19897","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f844335c7f3c4febf0b7c18c379c7c6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dfc09638&x-expires=1762239600&x-signature=eBIE05fOw67JNkhYok1qlpErtQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7259696532125926152","1690279820","2023-07-25T10:10:20.000Z","1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,"7259696101174723336",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Hiền quá cũng bực ha","6704210657170473986","bin19897","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/70a0d9ca84e112c63375eece1d561ca8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1dcc88e1&x-expires=1762239600&x-signature=yGtrypbFnCnk8tB%2BeZ39oyvcanU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7259696663777936135","1690279853","2023-07-25T10:10:53.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,"7259696101174723336",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","muốn nổi điên với ổng lun ák","6566825099175968770","020893p","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e757cf318367830c5b30d66dcd3499a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d55f674a&x-expires=1762239600&x-signature=JVMQOYJMIHXUYhM%2BRPTN6MwlrU8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7259753780646773509","1690293154","2023-07-25T13:52:34.000Z","1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,"7259751141818155783",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","không đánh đồng thiệt chỉ hơi kiêng dè 1 xíu ấy","6979862715075118081","hsir_haiz","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/20c21e018533f1e067cf23f55c48a052~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d8cbfa36&x-expires=1762239600&x-signature=JSOknO0nMd5ljJyZloerejPlEWU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7352373481365439233","1711857869","2024-03-31T04:04:29.000Z","1","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,"7259751141818155783",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","đúng thật. ko có có gì tự nhiên cả. phải thế nào ng ta mới ghét..","6963741566826644481","tap_cuoi","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d819fa4c9ef6fec6ef7a0541069cc561~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de5de7fc&x-expires=1762239600&x-signature=DWUDc066NXx3GPd55ldu%2BvlWYqQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7458857347834905352","1736650570","2025-01-12T02:56:10.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,"7259751141818155783",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","không có thiện cảm với 36","7077585775617754114","thaoanh171997","https://www.tiktok.com/@bin19897/video/7259685506605174024"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d819fa4c9ef6fec6ef7a0541069cc561~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9097c32b&x-expires=1762239600&x-signature=l5Y08hxUiivPBl0s2cIYr74shlY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva","7458857167036072711","1736650549","2025-01-12T02:55:49.000Z","0","https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,"7314381792931398408",,"https://www.tiktok.com/@bin19897/video/7259685506605174024?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","đúng","7077585775617754114","thaoanh171997","https://www.tiktok.com/@bin19897/video/7259685506605174024"
