"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","detailedMentions/8/nickName","detailedMentions/8/profileUrl","detailedMentions/8/secUid","detailedMentions/8/userId","detailedMentions/9/nickName","detailedMentions/9/profileUrl","detailedMentions/9/secUid","detailedMentions/9/userId","detailedMentions/10/nickName","detailedMentions/10/profileUrl","detailedMentions/10/secUid","detailedMentions/10/userId","detailedMentions/11/nickName","detailedMentions/11/profileUrl","detailedMentions/11/secUid","detailedMentions/11/userId","detailedMentions/12/nickName","detailedMentions/12/profileUrl","detailedMentions/12/secUid","detailedMentions/12/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","mentions/10","mentions/11","mentions/12","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9da32c0c93d1bb10903da191eed6fd0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec09d59b&x-expires=1762228800&x-signature=iZU0kAttZyFY1WdVezkcRpQzeHE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519129858115699476","1750683851","2025-06-23T13:04:11.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"2","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Bảo sao xét 3 đời ko ai được vào bộ máy nhà nước 🤣","7108406982272500737","ttpswww.facebook.comprof","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ceb2925d9f1d97436e546b3ad009f426~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=415be1b4&x-expires=1762228800&x-signature=RMi5odERFX8ir169oQxe2JBSr0I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519363045862195969","1750738154","2025-06-24T04:09:14.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"9","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Mái chùa che chở hồn dân tộc
Cha xứ đi trước, giặc bước theo sau
Một bên giữ nước, dựng cơ đồ
Một bên rước giặc, bán non sông","7210344576279757829","captainkuns","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/37413442298cc19232b211b13f6959c0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a035df2&x-expires=1762228800&x-signature=PaqSoVnk6yK97rC7NfWsQKG7Bks%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519145909357200144","1750687596","2025-06-23T14:06:36.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Thế thôi ai bắt ng công giái vào VN rồi chê truyền thuyết cội nguồn của Chúng tôi🤡 hài","7273448743947551746","gao2995","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/339e42c757a57aaef63df6f9f9c56767~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=60ff03a6&x-expires=1762228800&x-signature=5DpkBqYR%2Bx3IYxcHKNisYGcHTUY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519078012513698578","1750671781","2025-06-23T09:43:01.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"346","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"46","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Ổng nói vậy tức là bảo Con Dân Đất Việt là con của ma quỷ? Ông đấy khác nào tự vả?","7271051680651920390","iwillbecomethebest0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/879c2f5a6f0808d3e3f77e967d1f96a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75c98696&x-expires=1762228800&x-signature=OQ3XaBr22oH9Atxy3m8tJriCjtc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519112007695663880","1750679695","2025-06-23T11:54:55.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"379","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false","7519078012513698578",,"https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","nó theo giặc mà","7029700617241592833","shuoiii","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1128c213b97fab5e45e1042670818c48~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5ad80a3e&x-expires=1762228800&x-signature=CJ9qtGRVSvjJPOrQaHBM65z%2Bwvc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519385625583026952","1750743403","2025-06-24T05:36:43.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","nói bán nước thì nhảy dựng lên","6725226652596765697","mylan2712_","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/942064e7c8c8e0f4905c531d04c7a18c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9d30e81c&x-expires=1762228800&x-signature=2LIUaOkKK0wf%2BKBC1zDBeN6FxqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7528831025436508935","1752942582","2025-07-19T16:29:42.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","May quá suýt bị nyc dẫn vào công giáo","7504535483046740998","kevinguts2","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/119578fe9068c8cd3836fda58f4fabaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aae7703a&x-expires=1762228800&x-signature=svTIDbaTSZgrK7jY%2BfhuqqTkOlk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519407228387885832","1750748437","2025-06-24T07:00:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"5","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","haiz... có mấy cái đinh gỡ còn ko nổi bày đặt đi cứu người😌","6926105769310471169","embeiu29124","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3e6779ee6de76295901dbedd29a7538c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b5b7bd76&x-expires=1762228800&x-signature=huuo3ZNbNtU7tQO2IJDhErC8YzA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519835699865125650","1750848190","2025-06-25T10:43:10.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"1","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","lúc bị chửi thì hỏi tại sao m.n chửi CG.","6985566144242861062","daolinh926","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ecbe2a20d19f010c36429ad19f65bfb1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d4d4eb1a&x-expires=1762228800&x-signature=qz4syOCcsJBwCWgBH8Gd5KhHIWA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519112243163169554","1750679749","2025-06-23T11:55:49.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"351","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"27","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Cái ông kia đang nói đến bò sát phương tây 🤡🤡🤡","6853811397042947073","cvt825","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/102edcd018b509cb36a290205995e9dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0171801&x-expires=1762228800&x-signature=%2Fny32UYl6DdShakYF2NF%2BpoO%2BW8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519208434623202066","1750702148","2025-06-23T18:09:08.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1932","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"36","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Dân t thờ tổ tiên , thờ AHDT thờ Bác HỒ , nào ai thờ ngoại bang mắt xanh mũi lõ","6683137566587323393","vubeto","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d3ac775e78fcef2640ff3bdcf556d314~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a34f88fc&x-expires=1762228800&x-signature=8yh0FLTYTFsCrUKKzZLVhQEcFA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519290355864290064","1750721241","2025-06-23T23:27:21.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"1","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Đã đi nhà thờ 1 lần và không ngấm nổi 🤣","6793313052025799682","benlechinhtri","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/71c1373c603f651b36f540c29b7c24fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cff99dfd&x-expires=1762228800&x-signature=o5Tc%2FQgd6srkh5OuysGgh3CHmEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519333281998553874","1750731217","2025-06-24T02:13:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Phân biệt được rồng châu á với châu âu đâu mà lên làm cha nhỉ 😂","7301150478225835013","saygextop1","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/b65b9eb4d8f00416c06c9691ee169bba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e3dbb7b1&x-expires=1762228800&x-signature=TxL20ATLuRbNHSYGqSS%2BUwnmYzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7520121406198776597","1750914717","2025-06-26T05:11:57.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"7","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Mái chùa che chở hồn dân tộc
Cha xứ đi trước, giặc bước theo sau
Một bên giữ nước, dựng cơ đồ
Một bên rước giặc, bán non sông","6821680513749976066","ehe_ehe_99","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ce9816a1ae818c1ffd2074a60349220e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce4af204&x-expires=1762228800&x-signature=1IBcFEQvM0p5mvIhG7TGaoNR8G0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519048007481115400","1750664792","2025-06-23T07:46:32.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"10","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Thì kinh thánh của xứ châu âu. Còn đây châu Á, rồng châu âu và châu Á khác nhau","7453332105537815573","trnv1686","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7231876849872633861~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4145c63b&x-expires=1762228800&x-signature=kYkzpwdN%2BPRZ5oFLea8WIaMz9qo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7519147266302624519","1750687904","2025-06-23T14:11:44.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","Đến rồng châu Á hay Âu cũng không phân biệt được mà đứng nói ai nghe","7231876727096640518","bin050888","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6f014922887902998a5c5152feab62e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0f54cf21&x-expires=1762228800&x-signature=HAF%2FfJrStpRtLnW09uwxLYVUhvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7525645125227397895","1752200810","2025-07-11T02:26:50.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","false",,,,,,,,,,,,,,"false",,"1","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263","ông đang đưa miêu tả rồng châu âu để nói rồng châu á, ông có khả năng nhận biết, có học không hả ông?","6749134082993505282","vocungcuc","https://www.tiktok.com/@vuaminhmang/video/7519019969095552263"
