"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4145918989407589645cd11f4c82fef7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80c5cbe6&x-expires=1762416000&x-signature=g62xnRe0Bv81%2B%2F8ZJTiIvf9Lhy8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7523435448660722450","1751686323","2025-07-05T03:32:03.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"4","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","đám cưới ❌
đám tang của gia tộc ✔️","6876386720424117249","user8vxeg4s3da","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7564769015064953620","1761310048","2025-10-24T12:47:28.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7523435448660722450",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","??","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7327966562692890631~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=501f4f32&x-expires=1762416000&x-signature=RJ7LoLVaidsdWa3I0un03uZ4I1I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7383987810414035730","1719218641","2024-06-24T08:44:01.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"519","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"15","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","bớt đc 2 đối thủ 😁","7327966405113496578","bdh.6996","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/25b896d3621682f02c42c9c35ea68876~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e7ccdbe&x-expires=1762416000&x-signature=Gx%2BJHI4t9p1z1tt4BSy18Nxboxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7383629657256755975","1719135254","2024-06-23T09:34:14.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"317","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"5","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","phụ huynh k dám ngẩn đầu nhìn","6924154016717014018","alex1908911","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/b25460715ad9c9fd38c818ed5f61b1e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3843482c&x-expires=1762416000&x-signature=bnOrcpocYVVAFxW7hlKjOtN2jY0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7384108019909903122","1719246631","2024-06-24T16:30:31.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"609","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"4","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Đám cưới mà người nhà buồn như đám ma 😂😂","6570960814714503170","bc9538759","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/84842c53f04544577efcf8a62c382752~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2aab37d&x-expires=1762416000&x-signature=K%2B1eoRfGfBQZwMOwrqk3iNyUIaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7383986857137292039","1719218421","2024-06-24T08:40:21.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"705","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"47","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","nuôi ngần đấy mong chờ lấy vợ.. ai ngờ 😬😬","6882188910984053761","quang_bui_1993_tb","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c30720e84f3cf109f7957b702e6fadf8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71a701c5&x-expires=1762416000&x-signature=VWUoC7TmGCF%2B1awAhZSSGkTlznQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7421476589123568392","1727947177","2024-10-03T09:19:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"20","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Khó vẽ nụ cười","7078155426776318978","0tontai_0","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7421501392979198728","1727952953","2024-10-03T10:55:53.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7421476589123568392",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","ko khó đâu tại quay khúc đó thôi còn lại có cười nhe","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7335793641681584146~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=536b011e&x-expires=1762416000&x-signature=M7VOjvbSGjja7Ho7ON0yH1DbrVM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7383180780875678465","1719030754","2024-06-22T04:32:34.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"10","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Bớt đi 2 đối thủ 😂","6774246134639510529","khanhhoang343","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7a9260727c4a1b45928c53fc273cd9f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=46f631c2&x-expires=1762416000&x-signature=bhnLUjoGVsgt7QOtv32WAZlYogw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7383957147078050581","1719211524","2024-06-24T06:45:24.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"4","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","xin vía cho con trai nyc 🥰🥰","7040803515405681666","huynh.khang8","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eef917058793d91b7467a242bcd103ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80194804&x-expires=1762416000&x-signature=X1P8jqfCGFvo1X3NKmkj8cR%2F9CU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7395934891084530440","1722000293","2024-07-26T13:24:53.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"42","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","2 ông bố bất lực luôn mà :))","7256732716006474757","dep019982","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7396095900702212882","1722037791","2024-07-26T23:49:51.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7395934891084530440",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","miễn bố m đừng bất lực m là dc","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7709cd4ef6ab0fa0f4d267a5af92d3b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c710ef55&x-expires=1762416000&x-signature=GmzwdK5uhoKVwq9ScVO%2BHPAb8R0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7384035461130437392","1719229789","2024-06-24T11:49:49.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"2","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Hai bác vui tươi quá 😂","6567539201393885185","huydoan593","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/954304b878c5a0fe3d6f921bd1aa3e03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6fbf26cc&x-expires=1762416000&x-signature=Zq7oQNRAvpl4klHSVSWzqNG0byc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7523811114720412423","1751773794","2025-07-06T03:49:54.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"4","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","ai từ video kia qua k","7447415092091831314","fw.17_8","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7564769589793817365","1761310184","2025-10-24T12:49:44.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7523811114720412423",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","video nào tag tui vô coi","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/68e25b2606a9e533b15941c6d2a8527e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7330a8db&x-expires=1762416000&x-signature=r3lH8trj4iLw6zH3CNi1ok4NeEM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7384362631241843472","1719305927","2024-06-25T08:58:47.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"10","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Yêu đương là việc của hai con người nhưng đám cưới hỏi thì là việc của cả hai gia đình, nên vừa nghĩ cho mình mà cũng phải nghĩ cho gia đình","6603324498270666754","kspiie05081009","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7330811084258934791~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26af800d&x-expires=1762416000&x-signature=RB%2Bzu2XBjVUooijpPCL9XXMS%2FVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7400001576184742673","1722947135","2024-08-06T12:25:35.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"21","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","mặt ai cũng như đi đưa đám😁","6874972606916232193","levi_ryo","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
