author,text,likeCount,publishedAt,video_id
@Soviet_Unionhaha,Parque,0,2025-09-04T08:55:33Z,bAj4Z-U0Twg
@choadien2025,NÓI CHO RÕ LÀ BẮC KÌ CHÓ,0,2025-10-15T08:34:26Z,bAj4Z-U0Twg
@AnhPhuc007,Parky là Bắc Kỳ rau muống,0,2024-03-29T21:40:36Z,bAj4Z-U0Twg
@Bruhbruhlmao32,Cali cho cay,0,2024-05-09T16:35:39Z,bAj4Z-U0Twg
@enderkai5126,Khi parky lm vd,8,2023-12-23T10:41:54Z,bAj4Z-U0Twg
@ReZeroOne0,Who care?,1,2023-12-30T14:59:49Z,bAj4Z-U0Twg
@Viynzz,Ko có bố mẹ hả,0,2024-02-18T07:05:16Z,bAj4Z-U0Twg
@kiera1661,Ngồi vô bàn học đi cháu ko là sau này ra đời lại hóa tk ngu,1,2024-02-22T08:00:52Z,bAj4Z-U0Twg
@monguyen9879,"m̷a̷i̷ ̷r̷a̷ ̷đ̷ư̷ờ̷n̷g̷ ̷ô̷ ̷t̷ô̷ ̷đ̷â̷m̷ ̷c̷h̷ế̷t̷ ̷c̷o̷n̷ ̷m̷ẹ̷ ̷m̷à̷y̷ ̷đ̷i̷,̷ ̷s̷ố̷n̷g̷ ̷l̷à̷m̷ ̷g̷ì̷ ̷c̷h̷o̷ ̷c̷h̷ậ̷t̷ ̷đ̷ấ̷t̷",0,2024-06-01T08:40:41Z,bAj4Z-U0Twg
@DinhLelong-y9j,Cận huyết 😂😂😂😂😂😂,1,2024-06-06T23:21:22Z,bAj4Z-U0Twg
@Anhlong152,Quê m dính chất độc màu da cam à 🤡,1,2024-06-07T08:54:25Z,bAj4Z-U0Twg
@Adu_anh_khoi67,m̷ẹ̷ m̷à̷y̷ đ̷ê̷m̷ đ̷ó̷ l̷à̷ p̷h̷ả̷i̷ p̷h̷ố̷i̷ g̷i̷ố̷n̷g̷ v̷ớ̷i̷ c̷h̷ó̷ d̷ạ̷i̷ m̷ớ̷i̷ đ̷ẻ̷ r̷a̷ t̷h̷ằ̷n̷g̷ s̷ú̷c̷ v̷ậ̷t̷ n̷h̷ư̷ m̷à̷y̷ á̷,1,2024-07-01T12:30:22Z,bAj4Z-U0Twg
@KienG-i8a,ชื่อการผสมพันธุ์,0,2024-07-31T03:32:48Z,bAj4Z-U0Twg
@nguyenvanhoaiphu3398,Nào m ko hiểu cách phát âm của người Bắc à anh này ng Nam rõ ràng,0,2024-08-14T14:54:32Z,bAj4Z-U0Twg
@megorange129,​@Anhlong152đừng nói thế chứ<br>Xúc phạm người bị chất độc mà da cam😂😂😂,0,2024-08-15T09:23:20Z,bAj4Z-U0Twg
@Nguyencongminh2007,Cali khát nước,0,2024-09-02T11:08:13Z,bAj4Z-U0Twg
@ThịHàNguyễn-t4e,mẹ mày bố miền Bắc thì sao,0,2024-11-19T15:02:33Z,bAj4Z-U0Twg
@EASYFOOTBALL2k12,Khi kid từ tiktok sang tới YouTube,0,2024-11-27T09:32:06Z,bAj4Z-U0Twg
@hoangphuc2406,Dm may,0,2024-12-04T14:12:13Z,bAj4Z-U0Twg
@giabao793,Lại bắt quả tang một thằng “Parky”,0,2024-12-24T11:49:21Z,bAj4Z-U0Twg
@Tung-k10-nek,trung bình caliky cào phím,0,2025-02-02T08:27:42Z,bAj4Z-U0Twg
@TungLe-pm5zi,thấy nó nói giọng nam ko con:)))),0,2025-02-20T15:42:18Z,bAj4Z-U0Twg
@NamPham-dv3xy,​@kiera1661parky cay😂,0,2025-03-05T15:17:46Z,bAj4Z-U0Twg
@kiera1661,@NamPham-dv3xy cay cái thằng ông nội mày bố mày đang sống và làm việc ở tp hcm đây sao tao phải cay,0,2025-03-06T01:04:57Z,bAj4Z-U0Twg
@KhoaNguyễnAnh-z6k,​@NamPham-dv3xycay ko em?,0,2025-03-10T10:18:08Z,bAj4Z-U0Twg
@vietcong304,t là người miền nam,0,2025-03-24T07:21:39Z,bAj4Z-U0Twg
@hbn_unlove,​@kiera1661 Parky cay😂,2,2025-04-23T17:56:44Z,bAj4Z-U0Twg
@thixuandinhdo4489,cháu mấy tuổi r cháu,0,2025-05-03T11:31:42Z,bAj4Z-U0Twg
@hbn_unlove,"@thixuandinhdo4489 m mấy tuổi mà lên tiếng vậy parky, nó có nhận thức mới nhận ra đc bộ mặt thật parky đó",1,2025-05-03T12:25:11Z,bAj4Z-U0Twg
@kiera1661,@hbn_unlove lỡ đạp phanh húc đổ cái cổng mà dỗi lâu thế làm cái cổng ỏng ẻo để bị húc đổ khóc như gào cha gọi mẹkkk😁😁,0,2025-05-12T17:14:53Z,bAj4Z-U0Twg
@hbn_unlove,@kiera1661  parky,2,2025-05-12T22:52:15Z,bAj4Z-U0Twg
@KhanhKhuc-i5x,Cháu bé nó ngu mọi ng thông cảm,0,2025-08-17T05:25:07Z,bAj4Z-U0Twg
@Soviet_Unionhaha,Khi parque bình luận:,0,2025-09-04T08:54:59Z,bAj4Z-U0Twg
@vietnammaithangok,​@hbn_unlove wow có khi nó ng nam😂,0,2025-09-13T05:52:26Z,bAj4Z-U0Twg
@vietnammaithangok,​@hbn_unlove  có cái cổng th cay 50 năm:),0,2025-09-13T05:53:42Z,bAj4Z-U0Twg
@hbn_unlove,​@vietnammaithangok thả cho mấy tấn chất độc da cam mà cay 50 năm,0,2025-09-13T05:59:41Z,bAj4Z-U0Twg
@letrongnhon1883,Đúng rồi.,1,2025-09-14T13:15:38Z,bAj4Z-U0Twg
@NhuPhucLe-kj7hk,Trung bình từ bãi rác qua:,0,2025-09-16T11:19:11Z,bAj4Z-U0Twg
